,id,title,first_artist,all_artists,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,num_bars,num_sections,num_segments
201,71g1UlX2OtS9axwBIBa5Zm,Hold Tight,Justin Bieber,['Justin Bieber'],0.565,0.612,10,-5.795,0,0.28,0.0,0.105,0.487,117.697,254213,4,124,10,945
202,6pFqCPdvm6C9IHbJrEu8aG,Recovery,Justin Bieber,['Justin Bieber'],0.669,0.527,6,-5.048,0,0.014,0.0,0.338,0.238,130.271,182373,4,98,10,665
203,4VAngYbLewVFpcLR9FpYfR,Bad Day,Justin Bieber,['Justin Bieber'],0.676,0.509,11,-6.838,0,0.0221,0.0,0.221,0.313,81.981,145680,4,49,6,538
204,3JNEXPTnSxqlxNqhTW61D2,All Bad,Justin Bieber,['Justin Bieber'],0.696,0.419,9,-8.198,1,0.018,0.000818,0.211,0.353,96.482,182747,4,72,8,673
205,2GxCTEXhba060skpicYxTk,PYD,Justin Bieber,"['Justin Bieber', 'R. Kelly']",0.465,0.494,4,-6.813,0,0.837,0.0,0.434,0.456,123.24,317200,4,161,9,1102
206,18ws4dUbhpoGB7Uv7U89yp,Roller Coaster,Justin Bieber,['Justin Bieber'],0.705,0.865,5,-4.076,0,0.0136,0.0,0.179,0.585,97.969,201613,4,80,11,773
207,5cn4RhNZPPjt0onhqUMEfa,Change Me,Justin Bieber,['Justin Bieber'],0.407,0.34,6,-9.018,0,0.594,0.0,0.188,0.0775,129.505,167320,3,93,6,487
208,3JsydWaf2Ev4ehaLUjj3SY,Confident,Justin Bieber,"['Justin Bieber', 'Chance the Rapper']",0.741,0.565,5,-5.448,0,0.114,0.0,0.205,0.892,134.122,248133,4,138,12,964
209,3MptiayBkOJblyC8geSXPE,One Life,Justin Bieber,['Justin Bieber'],0.436,0.556,1,-6.54,1,0.292,0.0,0.111,0.423,114.896,242813,3,182,12,937
210,0jX97Hk6L8ImeVdTTWXZ2D,Backpack,Justin Bieber,"['Justin Bieber', 'Lil Wayne']",0.552,0.771,4,-6.233,0,0.154,0.0,0.19,0.46,72.566,251480,4,75,9,1009
211,1p5M91qghUkzS4gwuMM22B,What's Hatnin',Justin Bieber,"['Justin Bieber', 'Future']",0.556,0.764,6,-3.979,0,0.0228,0.0,0.435,0.362,128.37,208533,4,110,9,930
212,3wyrAqvuBzF3iCRzKkiTS5,Swap It Out,Justin Bieber,['Justin Bieber'],0.428,0.666,6,-6.241,0,0.0313,0.0,0.0781,0.219,118.697,240533,5,138,6,855
213,5qHcOrOMSznBWzR8Xy1WYZ,Memphis,Justin Bieber,"['Justin Bieber', 'Big Sean']",0.642,0.718,5,-6.954,0,0.0123,0.0,0.0854,0.509,122.973,223867,4,113,8,871
214,2GBgiuXwY1KzJMA0gSAr9J,Flatline,Justin Bieber,['Justin Bieber'],0.341,0.666,4,-5.733,0,0.482,0.0,0.194,0.36,121.677,219347,4,108,9,796
215,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Ariana Grande,"['Ariana Grande', 'Justin Bieber']",0.597,0.45,8,-6.658,1,0.223,0.0,0.382,0.537,178.765,228482,3,221,11,716
216,4vaR4v3KN1NmUMdYxED8Gm,One Time,Justin Bieber,['Justin Bieber'],0.691,0.853,1,-2.528,0,0.0631,6.7e-05,0.082,0.762,145.999,215867,4,127,13,847
217,2XwOOIMjZJYmvrdj27Z6AA,Favorite Girl,Justin Bieber,['Justin Bieber'],0.58,0.681,7,-4.469,1,0.0468,0.0,0.104,0.633,176.038,256800,4,186,12,927
218,3H040I1iKknjbO2pU6v0zD,Down To Earth,Justin Bieber,['Justin Bieber'],0.543,0.719,2,-4.794,1,0.432,0.0,0.437,0.16,82.004,245760,4,81,13,738
219,4coJcVR87vWbZT802k7WEm,Bigger,Justin Bieber,['Justin Bieber'],0.78,0.733,0,-2.851,0,0.164,0.0,0.341,0.895,104.085,197800,4,83,11,787
220,4pYlyrBINcwbsBAemZ44CF,One Less Lonely Girl,Justin Bieber,['Justin Bieber'],0.555,0.75,4,-4.424,1,0.159,0.0,0.274,0.726,86.84,229107,4,80,10,920
221,45yBkrYHYlK5ipruB8glpG,First Dance,Justin Bieber,"['Justin Bieber', 'Usher']",0.646,0.521,11,-7.29,1,0.0137,0.0,0.275,0.333,68.495,222333,4,61,9,833
222,0x7b1iQcJchYV55o1rUrs4,Love Me,Justin Bieber,['Justin Bieber'],0.712,0.868,5,-3.319,0,0.00939,0.0,0.283,0.652,125.028,191573,4,96,8,696
223,4CGrhVaENTqsBmfqwVpO5x,Common Denominator - iTunes Bonus,Justin Bieber,['Justin Bieber'],0.657,0.66,0,-6.544,1,0.227,0.0,0.0549,0.453,116.952,248920,4,119,14,981
224,0VNDOpBbUYtSpCFY7HUA3D,Baby,Justin Bieber,"['Justin Bieber', 'Ludacris']",0.731,0.848,5,-5.263,0,0.0494,0.0,0.133,0.547,65.025,213973,4,57,7,745
225,6LtrSXoBzbTF3SxcJb1Fnm,Somebody To Love,Justin Bieber,['Justin Bieber'],0.719,0.84,5,-5.235,1,0.00241,0.0,0.228,0.636,129.974,220920,4,119,9,816
226,4vYCb6WO2RAUouHnoH8MXz,Stuck In The Moment,Justin Bieber,['Justin Bieber'],0.718,0.708,0,-6.352,0,0.15,0.0,0.156,0.452,90.024,222960,4,81,11,815
227,0KDJBhhe2OYnnoJtbtXy1f,U Smile,Justin Bieber,['Justin Bieber'],0.705,0.605,1,-5.252,1,0.516,1.57e-06,0.117,0.419,112.505,196907,3,119,9,591
228,0urcotWdNHFw9kKmIUlFgP,Runaway Love,Justin Bieber,['Justin Bieber'],0.743,0.633,10,-6.111,0,0.0816,0.0,0.0966,0.907,104.004,212573,4,90,10,727
229,5sUWn4PGnXHU63cmEJDfqA,Never Let You Go,Justin Bieber,['Justin Bieber'],0.66,0.802,0,-4.856,1,0.00205,0.0,0.399,0.62,103.163,264400,4,114,14,935
230,0GX9k4ni4IDqU1vRHVPmiw,Overboard,Justin Bieber,"['Justin Bieber', 'Jessica Jarrell']",0.479,0.79,5,-5.214,1,0.203,0.0,0.118,0.468,173.893,251187,4,180,11,953
231,7BRsgzIz8C0VdAqANIjUhC,Eenie Meenie,Justin Bieber,"['Justin Bieber', 'Sean Kingston']",0.718,0.601,1,-4.24,1,0.0457,0.0,0.0961,0.811,121.235,202627,4,99,9,775
232,2mMhp2EjNH48B0hIS0Te2J,Up,Justin Bieber,['Justin Bieber'],0.71,0.712,0,-4.339,1,0.0773,0.0,0.105,0.552,125.978,234933,4,119,11,788
233,1sZjOcNqpo7T6hDf1qFACC,That Should Be Me,Justin Bieber,['Justin Bieber'],0.542,0.607,8,-5.737,1,0.21,0.0,0.169,0.226,139.954,232733,4,133,10,768
234,6epn3r7S14KUqlReYr77hA,Baby,Justin Bieber,"['Justin Bieber', 'Ludacris']",0.728,0.859,5,-5.237,0,0.0401,0.0,0.111,0.535,65.043,214240,4,57,8,742
235,3rLIv187BhjyweFe89SgLn,Somebody To Love,Justin Bieber,['Justin Bieber'],0.714,0.833,5,-5.239,1,0.00249,0.0,0.298,0.663,129.964,220920,4,119,10,821
236,1DyV9obL0pPibOjW5ufg15,Stuck In The Moment,Justin Bieber,['Justin Bieber'],0.721,0.698,0,-6.353,0,0.165,0.0,0.133,0.365,89.987,222960,4,81,11,818
237,6Xw2FLih8m5ItDbyP992HH,U Smile,Justin Bieber,['Justin Bieber'],0.705,0.59,1,-5.308,1,0.504,0.0,0.116,0.421,112.565,196907,3,120,10,587
238,1xgN9KBVVoTNygpYjpXnvH,Runaway Love,Justin Bieber,['Justin Bieber'],0.754,0.65,10,-6.046,0,0.0833,0.0,0.177,0.924,104.023,212573,4,90,9,722
239,01BlGnXpLuC0BjgUxVYZFb,Never Let You Go,Justin Bieber,['Justin Bieber'],0.66,0.811,0,-4.852,1,0.00141,1.17e-06,0.251,0.675,103.191,264400,4,113,14,938
240,1tzkJMX3gNjnpcHdLD0pM3,Overboard,Justin Bieber,"['Justin Bieber', 'Jessica Jarrell']",0.479,0.788,5,-5.212,1,0.183,0.0,0.146,0.463,173.963,251187,4,179,11,955
241,75vEuMA15pb8JmgrGugHEs,Eenie Meenie,Justin Bieber,"['Justin Bieber', 'Sean Kingston']",0.718,0.588,1,-4.192,1,0.0525,0.0,0.0991,0.812,121.22,202627,4,100,9,780
242,7wj1Lb5ggzMWJ9TqZJ2dwo,Up,Justin Bieber,['Justin Bieber'],0.711,0.717,0,-4.317,1,0.084,0.0,0.09,0.589,125.949,234933,4,119,10,790
243,0aPZbnkMoWJaJ5CNVLCj8S,That Should Be Me,Justin Bieber,['Justin Bieber'],0.552,0.603,8,-5.71,1,0.199,0.0,0.151,0.231,139.908,232720,4,133,12,763
244,5GYbkDveRD2I8M5ZJ14hWn,Never Say Never,Justin Bieber,"['Justin Bieber', 'Jaden']",0.739,0.807,0,-5.063,1,0.0181,0.0,0.295,0.632,97.048,227853,4,90,11,889
245,42wmRq3kfUUuyszlkWQbPS,That Should Be Me,Justin Bieber,"['Justin Bieber', 'Rascal Flatts']",0.467,0.631,5,-6.762,0,0.0312,0.0,0.0596,0.3,139.962,230787,4,132,10,736
246,7IUl5c6u18rzmyQOblj10T,Somebody To Love Remix,Justin Bieber,"['Justin Bieber', 'Usher']",0.703,0.836,5,-4.619,1,0.00388,0.0,0.16,0.552,129.987,220160,4,116,10,812
247,0NLaJkNWZARgae0ojQOOvi,Up,Justin Bieber,"['Justin Bieber', 'Chris Brown']",0.633,0.708,0,-4.258,1,0.123,0.0,0.1,0.616,62.997,235627,4,59,8,776
248,5h4Z1fyzlAZhGPRaQz7ima,Overboard (Live),Justin Bieber,"['Justin Bieber', 'Miley Cyrus']",0.359,0.882,5,-4.482,1,0.425,0.0,0.791,0.377,173.956,307880,4,222,11,968
249,0esMJjir6P5YsfQinJANmm,Runaway Love - Kanye West Remix,Justin Bieber,"['Justin Bieber', 'Raekwon']",0.742,0.742,1,-4.364,1,0.14,0.0,0.073,0.819,104.046,287333,4,123,11,1113
250,1gWnUzwTMhOv4cWyj1CDxB,Born To Be Somebody,Justin Bieber,['Justin Bieber'],0.674,0.619,1,-5.239,1,0.187,0.0,0.0493,0.296,117.927,181027,4,85,10,527
251,0QLFDSw2PQSHP7r0Slerqh,Only Thing I Ever Get For Christmas,Justin Bieber,['Justin Bieber'],0.581,0.63,10,-8.032,1,0.217,0.0,0.111,0.326,86.063,192160,4,68,10,705
